Frequency (Hz)	Level (dB)
885.498047	-69.864708
886.230469	-67.834869
886.962891	-70.951492
887.695312	-68.252052
888.427734	-67.974716
889.160156	-69.584999
889.892578	-69.366943
890.625000	-69.006134
891.357422	-71.376022
892.089844	-70.520607
892.822266	-69.290939
893.554688	-69.788628
894.287109	-67.786469
895.019531	-68.305000
895.751953	-70.303802
896.484375	-68.766182
897.216797	-69.945969
897.949219	-69.423080
898.681641	-69.871208
899.414062	-69.629951
900.146484	-69.795525
900.878906	-69.106644
901.611328	-68.819794
902.343750	-68.709511
903.076172	-69.056099
903.808594	-70.769073
904.541016	-71.376633
905.273438	-72.193535
906.005859	-70.660530
906.738281	-70.459648
907.470703	-70.387169
908.203125	-69.536636
908.935547	-70.590088
909.667969	-71.884125
910.400391	-71.671295
911.132812	-72.189278
911.865234	-70.400024
912.597656	-71.672295
913.330078	-70.341232
914.062500	-70.119270
914.794922	-73.016441
915.527344	-70.611267
916.259766	-71.053024
916.992188	-71.610168
917.724609	-70.163803
918.457031	-70.301041
919.189453	-72.076920
919.921875	-71.487785
920.654297	-71.238922
921.386719	-70.777611
